timestamp,open,high,low,close,volume
2024-02-07 00:00:00+00:00,189.18,189.23,188.76,189.12,46029
2024-02-07 00:30:00+00:00,189.03,189.5,189.0,189.5,74401
2024-02-07 09:00:00+00:00,188.86,189.26,188.75,189.11,23595
2024-02-07 09:30:00+00:00,189.16,189.3,189.1,189.1,9260
2024-02-07 10:00:00+00:00,189.21,189.21,189.13,189.13,1815
2024-02-07 10:30:00+00:00,189.12,189.12,188.81,188.81,7214
2024-02-07 11:00:00+00:00,188.88,189.15,188.88,188.95,10654
2024-02-07 11:30:00+00:00,189.12,189.15,189.12,189.14,2913
2024-02-07 12:00:00+00:00,189.11,189.31,189.08,189.2,15864
2024-02-07 12:30:00+00:00,189.2,189.5,189.1,189.46,50641
2024-02-07 13:00:00+00:00,189.13,189.89,188.86,189.7,136345
2024-02-07 13:30:00+00:00,189.7,189.88,189.57,189.63,76559
2024-02-07 14:00:00+00:00,189.65,190.5,189.65,190.09,285206
2024-02-07 14:30:00+00:00,190.11,190.55,188.34,188.51,7145044
2024-02-07 15:00:00+00:00,188.51,189.89,188.11,189.87,5290067
2024-02-07 15:30:00+00:00,189.88,189.9,188.96,189.16,3608479
2024-02-07 16:00:00+00:00,189.16,189.22,188.31,188.58,3333141
2024-02-07 16:30:00+00:00,188.58,188.77,188.31,188.64,2422734
2024-02-07 17:00:00+00:00,188.64,188.72,188.42,188.5,1719321
2024-02-07 17:30:00+00:00,188.5,188.58,188.15,188.5,2252801
2024-02-07 18:00:00+00:00,188.5,188.68,188.23,188.62,1972295
2024-02-07 18:30:00+00:00,188.63,188.8,188.36,188.7,1894138
2024-02-07 19:00:00+00:00,188.7,188.77,188.44,188.48,1740854
2024-02-07 19:30:00+00:00,188.48,188.91,188.39,188.76,1891487
2024-02-07 20:00:00+00:00,188.77,188.85,188.54,188.68,2536707
2024-02-07 20:30:00+00:00,188.68,188.92,188.44,188.91,5357203
2024-02-07 21:00:00+00:00,188.91,189.05,188.71,188.86,9600848
2024-02-07 21:30:00+00:00,188.83,188.91,188.76,188.88,447206
2024-02-07 22:00:00+00:00,188.88,189.31,188.82,188.9,38465
2024-02-07 22:30:00+00:00,188.86,188.91,188.72,188.86,20732
2024-02-07 23:00:00+00:00,188.74,188.89,188.72,188.83,12861
2024-02-07 23:30:00+00:00,188.81,188.87,188.72,188.84,6719
2024-02-08 00:00:00+00:00,188.76,188.82,188.72,188.77,8798
2024-02-08 00:30:00+00:00,188.75,188.91,188.75,188.87,8288
2024-02-08 09:00:00+00:00,188.91,189.0,188.91,188.92,6125
2024-02-08 09:30:00+00:00,188.93,188.95,188.89,188.95,3007
2024-02-08 10:00:00+00:00,189.0,189.1,189.0,189.1,4131
2024-02-08 10:30:00+00:00,189.11,189.11,189.05,189.07,2576
2024-02-08 11:00:00+00:00,189.09,189.09,189.0,189.0,5876
2024-02-08 11:30:00+00:00,188.97,189.01,188.83,188.91,5663
2024-02-08 12:00:00+00:00,188.78,188.8,188.52,188.76,18319
2024-02-08 12:30:00+00:00,188.78,188.81,188.65,188.67,3922
2024-02-08 13:00:00+00:00,188.7,189.14,188.52,188.63,46802
2024-02-08 13:30:00+00:00,188.6,188.91,188.57,188.89,29162
2024-02-08 14:00:00+00:00,188.89,188.91,188.66,188.79,88132
2024-02-08 14:30:00+00:00,188.85,189.04,188.2,188.45,4948664
2024-02-08 15:00:00+00:00,188.45,188.46,187.28,187.3,4223189
2024-02-08 15:30:00+00:00,187.31,187.62,186.86,187.62,3604750
2024-02-08 16:00:00+00:00,187.62,187.72,187.34,187.51,2394487
2024-02-08 16:30:00+00:00,187.5,187.91,187.44,187.9,2065929
2024-02-08 17:00:00+00:00,187.9,188.22,187.72,188.2,1637824
2024-02-08 17:30:00+00:00,188.21,188.25,187.57,187.59,1548571
2024-02-08 18:00:00+00:00,187.59,187.86,187.51,187.73,2136293
2024-02-08 18:30:00+00:00,187.73,187.85,187.58,187.64,1328570
2024-02-08 19:00:00+00:00,187.65,187.8,187.5,187.53,1621982
2024-02-08 19:30:00+00:00,187.52,187.72,187.5,187.68,1352158
2024-02-08 20:00:00+00:00,187.68,187.95,187.64,187.84,1778770
2024-02-08 20:30:00+00:00,187.86,187.92,187.58,187.84,4392615
2024-02-08 21:00:00+00:00,187.75,187.82,187.64,187.64,5999738
2024-02-08 21:30:00+00:00,187.65,187.7,187.63,187.7,14030
2024-02-08 22:00:00+00:00,187.7,187.7,187.62,187.69,16168
2024-02-08 22:30:00+00:00,187.7,187.82,187.63,187.65,29910
2024-02-08 23:00:00+00:00,187.63,187.7,187.63,187.67,4411
2024-02-08 23:30:00+00:00,187.67,187.74,187.65,187.7,5191
2024-02-09 00:00:00+00:00,187.73,187.79,187.65,187.7,13093
2024-02-09 00:30:00+00:00,187.65,187.7,187.65,187.7,10104
2024-02-09 09:00:00+00:00,188.24,188.24,188.04,188.04,3736
2024-02-09 09:30:00+00:00,188.09,188.14,188.07,188.14,1406
2024-02-09 10:00:00+00:00,188.14,188.17,188.14,188.17,2389
2024-02-09 10:30:00+00:00,188.22,188.26,188.2,188.2,4131
2024-02-09 11:00:00+00:00,188.2,188.23,188.2,188.23,990
2024-02-09 11:30:00+00:00,188.19,188.29,188.19,188.25,3402
2024-02-09 12:00:00+00:00,188.28,188.42,188.24,188.29,18734
2024-02-09 12:30:00+00:00,188.34,188.62,188.22,188.5,23490
2024-02-09 13:00:00+00:00,188.28,188.67,187.86,188.5,85102
2024-02-09 13:30:00+00:00,188.49,189.07,188.34,188.49,107359
2024-02-09 14:00:00+00:00,188.5,188.63,188.19,188.47,91763
2024-02-09 14:30:00+00:00,188.38,188.67,187.74,188.41,4004607
2024-02-09 15:00:00+00:00,188.41,188.5,188.1,188.23,2899911
2024-02-09 15:30:00+00:00,188.23,188.58,188.14,188.42,2641252
2024-02-09 16:00:00+00:00,188.43,189.6,188.42,189.33,4620852
2024-02-09 16:30:00+00:00,189.33,189.73,189.27,189.51,3404258
2024-02-09 17:00:00+00:00,189.52,189.58,188.84,189.08,2528919
2024-02-09 17:30:00+00:00,189.08,189.42,188.89,189.39,2227745
2024-02-09 18:00:00+00:00,189.39,189.4,189.06,189.21,1718578
2024-02-09 18:30:00+00:00,189.22,189.27,188.78,188.82,2079885
2024-02-09 19:00:00+00:00,188.82,188.82,188.44,188.59,1877441
2024-02-09 19:30:00+00:00,188.58,188.77,188.49,188.69,1652473
2024-02-09 20:00:00+00:00,188.69,188.71,188.31,188.55,2257009
2024-02-09 20:30:00+00:00,188.55,188.65,188.31,188.57,4250610
2024-02-09 21:00:00+00:00,188.57,188.63,188.39,188.44,7230073
2024-02-09 21:30:00+00:00,188.42,188.59,188.24,188.36,47927
2024-02-09 22:00:00+00:00,188.35,188.45,188.33,188.4,23962
2024-02-09 22:30:00+00:00,188.32,188.46,188.26,188.44,13538
2024-02-09 23:00:00+00:00,188.39,188.48,188.3,188.34,17311
2024-02-09 23:30:00+00:00,188.34,188.37,188.29,188.36,13512
2024-02-10 00:00:00+00:00,188.36,188.37,188.34,188.37,7729
2024-02-10 00:30:00+00:00,188.34,188.36,188.26,188.27,17106
2024-02-12 09:00:00+00:00,188.54,189.64,188.45,189.1,31916
2024-02-12 09:30:00+00:00,188.93,188.95,188.7,188.79,11219
2024-02-12 10:00:00+00:00,188.63,188.76,188.54,188.74,7854
2024-02-12 10:30:00+00:00,188.69,188.79,188.69,188.79,5244
2024-02-12 11:00:00+00:00,188.79,189.08,188.74,189.08,20666
2024-02-12 11:30:00+00:00,189.04,189.11,187.82,188.22,57886
2024-02-12 12:00:00+00:00,188.22,188.45,187.84,188.34,26266
2024-02-12 12:30:00+00:00,188.36,188.55,188.32,188.4,10373
2024-02-12 13:00:00+00:00,188.14,188.64,187.96,188.46,74279
2024-02-12 13:30:00+00:00,188.43,188.49,187.92,188.14,60136
2024-02-12 14:00:00+00:00,188.09,188.59,187.99,188.13,153098
2024-02-12 14:30:00+00:00,188.18,188.41,187.18,187.73,6014376
2024-02-12 15:00:00+00:00,187.73,187.73,187.2,187.21,2686246
2024-02-12 15:30:00+00:00,187.21,187.8,187.12,187.53,3237272
2024-02-12 16:00:00+00:00,187.54,187.8,187.43,187.73,1803649
2024-02-12 16:30:00+00:00,187.73,187.92,187.64,187.75,1644887
2024-02-12 17:00:00+00:00,187.76,187.84,187.44,187.61,1389934
2024-02-12 17:30:00+00:00,187.6,187.95,187.6,187.9,1571947
2024-02-12 18:00:00+00:00,187.9,188.11,187.71,187.72,1523260
2024-02-12 18:30:00+00:00,187.72,187.85,187.29,187.73,1814235
2024-02-12 19:00:00+00:00,187.73,187.78,187.15,187.19,1920960
2024-02-12 19:30:00+00:00,187.19,187.24,186.67,186.73,1854420
2024-02-12 20:00:00+00:00,186.72,186.96,186.54,186.85,1843873
2024-02-12 20:30:00+00:00,186.85,187.19,186.63,186.92,4927398
2024-02-12 21:00:00+00:00,186.93,186.95,186.35,186.35,8216858
2024-02-12 21:30:00+00:00,186.33,186.89,186.33,186.74,80594
2024-02-12 22:00:00+00:00,186.74,186.74,186.55,186.56,11864
2024-02-12 22:30:00+00:00,186.57,186.63,186.49,186.5,8801
2024-02-12 23:00:00+00:00,186.61,186.62,186.43,186.43,8529
2024-02-12 23:30:00+00:00,186.54,186.67,186.41,186.67,14814
2024-02-13 00:00:00+00:00,186.67,186.73,186.45,186.45,7375
2024-02-13 00:30:00+00:00,186.45,186.5,186.35,186.43,9651
2024-02-13 09:00:00+00:00,186.27,186.36,185.75,186.17,20377
2024-02-13 09:30:00+00:00,186.07,186.07,185.86,185.86,9179
2024-02-13 10:00:00+00:00,185.75,185.76,185.55,185.59,9141
2024-02-13 10:30:00+00:00,185.59,185.68,185.54,185.55,4146
2024-02-13 11:00:00+00:00,185.55,185.74,185.55,185.74,9586
2024-02-13 11:30:00+00:00,185.76,185.81,185.48,185.57,8027
2024-02-13 12:00:00+00:00,185.66,185.84,185.62,185.79,18801
2024-02-13 12:30:00+00:00,185.79,185.91,185.69,185.89,19990
2024-02-13 13:00:00+00:00,185.72,186.77,185.67,186.2,1616901
2024-02-13 13:30:00+00:00,186.24,186.25,184.8,185.0,350406
2024-02-13 14:00:00+00:00,185.0,185.75,184.93,185.55,213383
2024-02-13 14:30:00+00:00,185.52,185.96,183.93,184.91,7304185
2024-02-13 15:00:00+00:00,184.9,185.23,184.51,185.22,3445427
2024-02-13 15:30:00+00:00,185.23,185.94,185.11,185.6,3567747
2024-02-13 16:00:00+00:00,185.6,185.77,185.23,185.36,2185095
2024-02-13 16:30:00+00:00,185.34,185.49,185.02,185.16,1898209
2024-02-13 17:00:00+00:00,185.16,185.42,185.0,185.22,1687384
2024-02-13 17:30:00+00:00,185.23,185.52,184.86,184.91,1507539
2024-02-13 18:00:00+00:00,184.9,185.19,184.88,185.04,1514815
2024-02-13 18:30:00+00:00,185.04,185.13,184.71,184.75,1949595
2024-02-13 19:00:00+00:00,184.74,184.74,183.94,184.03,2581665
2024-02-13 19:30:00+00:00,184.03,184.34,183.54,183.61,2757216
2024-02-13 20:00:00+00:00,183.6,183.66,183.26,183.48,2895514
2024-02-13 20:30:00+00:00,183.47,184.95,183.44,184.78,7155979
2024-02-13 21:00:00+00:00,184.79,185.0,184.71,184.9,11366045
2024-02-13 21:30:00+00:00,184.9,185.16,184.79,185.07,1232464
2024-02-13 22:00:00+00:00,185.06,185.06,184.96,184.96,15100
2024-02-13 22:30:00+00:00,185.0,185.09,184.86,185.09,21026
2024-02-13 23:00:00+00:00,185.09,185.09,184.75,184.96,30244
2024-02-13 23:30:00+00:00,184.98,184.98,184.89,184.9,7743
2024-02-14 00:00:00+00:00,184.92,184.95,184.86,184.86,3967
2024-02-14 00:30:00+00:00,184.89,185.1,184.89,185.05,9342
2024-02-14 09:00:00+00:00,185.18,185.4,185.17,185.33,14226
2024-02-14 09:30:00+00:00,185.33,185.4,185.33,185.36,6269
2024-02-14 10:00:00+00:00,185.36,185.36,185.08,185.2,11424
2024-02-14 10:30:00+00:00,185.21,185.4,185.15,185.29,8998
2024-02-14 11:00:00+00:00,185.25,185.25,185.1,185.13,7588
2024-02-14 11:30:00+00:00,185.17,185.25,185.11,185.25,5256
2024-02-14 12:00:00+00:00,185.25,185.65,185.25,185.5,23785
2024-02-14 12:30:00+00:00,185.5,185.5,185.14,185.26,39269
2024-02-14 13:00:00+00:00,185.54,185.69,184.99,185.14,77105
2024-02-14 13:30:00+00:00,185.15,185.2,184.96,185.05,67336
2024-02-14 14:00:00+00:00,185.11,185.2,184.79,185.05,106559
2024-02-14 14:30:00+00:00,185.07,185.28,183.66,183.77,5737755
2024-02-14 15:00:00+00:00,183.78,184.02,183.17,183.55,4643079
2024-02-14 15:30:00+00:00,183.55,183.71,182.86,182.93,3880382
2024-02-14 16:00:00+00:00,182.94,183.34,182.55,183.24,3387418
2024-02-14 16:30:00+00:00,183.24,183.35,182.68,182.75,2412764
2024-02-14 17:00:00+00:00,182.75,182.77,182.26,182.55,2657913
2024-02-14 17:30:00+00:00,182.55,182.68,182.3,182.47,2018290
2024-02-14 18:00:00+00:00,182.47,182.64,182.19,182.32,2248283
2024-02-14 18:30:00+00:00,182.33,182.91,182.28,182.7,1941252
2024-02-14 19:00:00+00:00,182.7,182.94,182.24,182.9,2301103
2024-02-14 19:30:00+00:00,182.91,182.96,182.56,182.67,2061662
2024-02-14 20:00:00+00:00,182.67,183.31,182.58,183.27,2499272
2024-02-14 20:30:00+00:00,183.28,184.02,183.17,183.77,6170940
2024-02-14 21:00:00+00:00,183.79,184.24,181.63,182.88,10838227
2024-02-14 21:30:00+00:00,182.93,183.9,182.25,182.39,469085
2024-02-14 22:00:00+00:00,182.36,183.9,182.17,182.81,793914
2024-02-14 22:30:00+00:00,182.8,183.06,182.64,183.05,61736
2024-02-14 23:00:00+00:00,183.05,183.1,183.0,183.03,54742
2024-02-14 23:30:00+00:00,183.0,183.04,182.87,182.87,19320
2024-02-15 00:00:00+00:00,182.89,183.05,182.87,182.99,15922
2024-02-15 00:30:00+00:00,182.96,183.04,182.85,182.88,19267
2024-02-15 09:00:00+00:00,182.45,182.93,182.35,182.49,32588
2024-02-15 09:30:00+00:00,182.44,182.67,182.44,182.63,14191
2024-02-15 10:00:00+00:00,182.57,182.57,182.08,182.2,12524
2024-02-15 10:30:00+00:00,182.23,182.49,182.05,182.49,14752
2024-02-15 11:00:00+00:00,182.43,182.75,182.39,182.5,10516
2024-02-15 11:30:00+00:00,182.41,182.41,182.06,182.35,15808
2024-02-15 12:00:00+00:00,182.3,182.72,182.3,182.7,42533
2024-02-15 12:30:00+00:00,182.7,182.9,182.57,182.85,40260
2024-02-15 13:00:00+00:00,182.3,183.4,182.3,183.09,206137
2024-02-15 13:30:00+00:00,183.07,183.55,182.55,182.81,171914
2024-02-15 14:00:00+00:00,182.79,183.35,182.63,183.23,2369227
2024-02-15 14:30:00+00:00,183.25,183.84,181.66,181.83,7491521
2024-02-15 15:00:00+00:00,181.83,182.42,181.1,181.63,5414272
2024-02-15 15:30:00+00:00,181.65,181.87,181.19,181.79,4140853
2024-02-15 16:00:00+00:00,181.79,181.79,181.3,181.74,2932097
2024-02-15 16:30:00+00:00,181.75,181.91,181.31,181.49,2338721
2024-02-15 17:00:00+00:00,181.48,182.0,181.39,181.78,1929364
2024-02-15 17:30:00+00:00,181.78,181.79,181.46,181.54,2155017
2024-02-15 18:00:00+00:00,181.54,181.95,181.42,181.8,2182914
2024-02-15 18:30:00+00:00,181.8,182.21,181.79,181.87,2846413
2024-02-15 19:00:00+00:00,181.87,181.95,181.61,181.73,2281961
2024-02-15 19:30:00+00:00,181.72,182.12,181.49,182.1,2502740
2024-02-15 20:00:00+00:00,182.11,182.4,181.85,182.13,2873227
2024-02-15 20:30:00+00:00,182.14,184.24,181.96,183.7,11866349
2024-02-15 21:00:00+00:00,183.69,185.69,183.51,185.02,8255411
2024-02-15 21:30:00+00:00,184.98,185.35,183.61,184.96,1765228
2024-02-15 22:00:00+00:00,184.96,185.13,184.21,184.25,190462
2024-02-15 22:30:00+00:00,184.25,184.36,184.05,184.09,1149499
2024-02-15 23:00:00+00:00,184.09,184.2,183.97,184.0,41275
2024-02-15 23:30:00+00:00,184.09,184.47,184.0,184.33,45954
2024-02-16 00:00:00+00:00,184.37,184.45,184.27,184.27,25784
2024-02-16 00:30:00+00:00,184.25,184.63,184.15,184.38,42806
2024-02-16 09:00:00+00:00,184.44,184.62,184.17,184.46,29219
2024-02-16 09:30:00+00:00,184.45,184.5,184.45,184.45,12610
2024-02-16 10:00:00+00:00,184.49,184.94,184.49,184.94,24565
2024-02-16 10:30:00+00:00,184.88,185.15,184.88,185.0,17475
2024-02-16 11:00:00+00:00,185.0,185.08,184.35,184.35,32161
2024-02-16 11:30:00+00:00,184.35,184.45,184.16,184.28,38140
2024-02-16 12:00:00+00:00,184.3,184.3,183.75,184.07,88447
2024-02-16 12:30:00+00:00,184.03,184.05,183.76,183.76,38452
2024-02-16 13:00:00+00:00,183.92,184.3,182.57,183.26,227801
2024-02-16 13:30:00+00:00,183.21,183.22,182.27,182.74,450457
2024-02-16 14:00:00+00:00,182.7,183.39,182.51,183.17,298686
2024-02-16 14:30:00+00:00,183.17,184.6,182.02,182.05,7904083
2024-02-16 15:00:00+00:00,182.05,182.44,181.61,182.3,4890857
2024-02-16 15:30:00+00:00,182.3,183.11,182.17,182.81,3482911
2024-02-16 16:00:00+00:00,182.81,183.2,182.59,182.9,2452134
2024-02-16 16:30:00+00:00,182.91,183.04,182.6,182.85,1962675
2024-02-16 17:00:00+00:00,182.84,182.9,182.47,182.69,1600342
2024-02-16 17:30:00+00:00,182.7,182.76,182.39,182.49,1358371
2024-02-16 18:00:00+00:00,182.48,182.57,182.23,182.4,1775586
2024-02-16 18:30:00+00:00,182.41,182.66,182.24,182.65,1948897
2024-02-16 19:00:00+00:00,182.65,182.93,182.65,182.89,1552850
2024-02-16 19:30:00+00:00,182.9,182.95,181.78,181.95,2348771
2024-02-16 20:00:00+00:00,181.94,182.17,181.83,182.01,2066127
2024-02-16 20:30:00+00:00,182.01,182.06,181.42,182.04,5087995
2024-02-16 21:00:00+00:00,182.06,182.06,181.71,181.87,8835025
